section	other sections this parameter is in	section order	parameter order	FieldID	name	fieldType	IndexType	unitSet	unitModel	unitMetric	unitEnglish	lowerBound	upperBound	defaultValue	regrow	readOnly	accessString	transferType	hint
Secondary flowers		12	46	kFlowerSepalMaleObject3DPullbackAngle	Angle between sepals and main stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	60	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kSepals].pullBackAngle	1 MFD	The angle at which the sepals are drawn back from the center of the flower. Usually you will want to specify an increasing angle for each layer of floral parts. How this appears on the plant depends on how the 3D object you are using for sepals was defined.
Secondary flowers		12	47	header	Flower bud	7 Header	"You can draw the flower bud either as a separate 3D object, or simply by opening up the angles that draw the floral parts."												
Secondary flowers		12	48	kFlowerMaleBudOption	How to draw bud	6 List of choices	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			1 BudTdo	TRUE	FALSE	pFlower[kGenderMale].budDrawingOption	1 MFD	"If 'no bud', don't draw a bud on the flower at all. If 'single 3D object bud', draw a single 3D object (usually spun around in a circle) during the bud stage (this is the pre-PS2 style). If 'unfolding flower', don't draw a separate bud, but 'open up' the flower by drawing all of its parts small and folded in together."
Secondary flowers		12	49	kFlowerBudNumPetalsMale	Number of petals on flower bud	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	5	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kBud].repetitions	1 MFD	The number of flower bud petals.
Secondary flowers		12	50	kFlowerMaleBudObject3D	Bud petal 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kBud].object3D	3 3D Object	The 3D object used to draw the flower petals.
Secondary flowers		12	51	kFlowerBudScaleAtFullSizeMale	Bud petal scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	10	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kBud].scaleAtFullSize	1 MFD	The drawing scale of the flower bud petal 3D object when the flower bud is fully grown (before the flower appears).
Secondary flowers		12	52	kFlowerMaleBudObject3DXRotationBeforeDraw	Bud petal X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kBud].xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary flowers		12	53	kFlowerMaleBudObject3DYRotationBeforeDraw	Bud petal Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kBud].yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary flowers		12	54	kFlowerMaleBudObject3DZRotationBeforeDraw	Bud petal Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kBud].zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary flowers		12	55	kFlowerBudMaleFaceColor	Bud petal front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kBud].faceColor	1 MFD	The front face (facing in) color for flower bud petals.
Secondary flowers		12	56	kFlowerBudMaleBackfaceColor	Bud petal back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kBud].backfaceColor	1 MFD	The back face (facing out) color for flower bud petals.
Secondary flowers		12	57	kFlowerBudPetalsAreRadiallyArrangedMale	Bud petals are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kBud].radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw the flower bud are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
Secondary flowers		12	58	kFlowerBudMaleObject3DPullbackAngle	Angle between bud petals and main stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderMale].tdoParams[kBud].pullBackAngle	1 MFD	The angle at which the bud petals are drawn back from the center of the flower.
Secondary inflorescences		13	1	header	Architecture	7 Header	"An inflorescence is a structure that holds the flowers on the plant. It can have many shapes, many of which can be created by combining these parameters (note that sunflower-like inflorescences have a special parameter). As with flowers, inflorescences can be primary (hermaphroditic or female) or secondary (male only)."												
Secondary inflorescences		13	2	kInflorescenceNumFlowersOnMainBranchMale	Number of flowers on main branch	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	30	3	TRUE	FALSE	pInflor[kGenderMale].numFlowersOnMainBranch	1 MFD	The number of flowers on the main branch of the inflorescence. This is produced without variation.
Secondary inflorescences		13	3	kInflorescenceNumFlowersPerBranchMale	Number of flowers per secondary branch	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	30	10	TRUE	FALSE	pInflor[kGenderMale].numFlowersPerBranch	1 MFD	"The number of flowers on each secondary branch (not the main branch) of the inflorescence. This number of flowers will be produced on each branch whenever an inflorescence is produced, with no variation."
Secondary inflorescences		13	4	kInflorescenceNumBranchesMale	Number of secondary branches	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	10	3	TRUE	FALSE	pInflor[kGenderMale].NumBranches	1 MFD	"The number of secondary inflorescence stems on the inflorescence. For spikes, racemes and umbels, this number should be zero. For panicles, this number depends on the number of flowers. Tertiary branches cannot be drawn."
Secondary inflorescences		13	5	kInflorescenceMaleStalkColor	Stalk color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			50 100 50	FALSE	FALSE	pInflor[kGenderMale].StalkColor	1 MFD	The color of the inflorescence stem.
Secondary inflorescences		13	6	kInflorescenceMalePedicelColor	Pedicel color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			50 100 50	FALSE	FALSE	pInflor[kGenderMale].pedicelColor	1 MFD	The color of pedicels (flower stems).
Secondary inflorescences		13	7	kInflorescenceBranchesAreAlternateMale	Inflorescence branches are alternate	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pInflor[kGenderMale].BranchesAreAlternate	1 MFD	"If 'yes', the branches on the inflorescence are alternate (one to the left, then one to the right, etc). If  'no', the branches on the inflorescence (if any) will be drawn opposite (in pairs)."
Secondary inflorescences		13	8	kInflorescenceBranchAngleMale	Angle of inflor. branch with inflor. stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	0	180	40	FALSE	FALSE	pInflor[kGenderMale].BranchAngle	1 MFD	"The angle between the main inflorescence stem and each 'branch' of the inflorescence -- that is, each secondary inflorescence stem. Panicle inflorescences have branches; racemes do not."
Secondary inflorescences		13	9	kInflorescenceInternodeAngleMale	Angle between flowers (to bend infllorescence)	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	0	30	0	FALSE	FALSE	pInflor[kGenderMale].angleBetweenInternodes	1 MFD	"The angle between sections of the inflorescence. To make the inflorescence bend over its length, make this angle greater than zero."
Secondary inflorescences		13	10	kInflorescencePedicelAngleMale	Angle of pedicel with inflor. stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	0	180	40	FALSE	FALSE	pInflor[kGenderMale].PedicelAngle	1 MFD	The angle between the main inflorescence stem and each single flower stalk or pedicel.
Secondary inflorescences		13	11	kInflorescencePeduncleAngleFromVegetativeStemMale	Angle of peduncle with plant stem if axillary	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	0	180	40	FALSE	FALSE	pInflor[kGenderMale].peduncleAngleFromVegetativeStem	1 MFD	The angle at the start of the inflorescence if it comes out of an axillary bud from a plant stem (not used if the inflorescence is apical).
Secondary inflorescences		13	12	kInflorescencePeduncleAngleFromVegetativeStemApicalMale	Angle of peduncle with plant stem if apical	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	0	180	0	FALSE	FALSE	pInflor[kGenderMale].apicalStalkAngleFromVegetativeStem	1 MFD	The angle at the start of the inflorescence if it comes out of an apical bud from a plant stem (not used if the inflorescence is axillary).
Secondary inflorescences		13	13	kInflorescenceFlowersSpiralOnStemMale	Flowers spiral around main stem	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pInflor[kGenderMale].FlowersSpiralOnStem	1 MFD	"If 'yes', the flowers on the inflorescence are drawn using the same phyllotaxis (spiraling) around the inflorescence stem (and branches) as is used for the main stem. If 'no', the flowers are drawn without spiraling."
Secondary inflorescences		13	14	kInflorescenceIsHeadMale	Head type (like sunflower)	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			FALSE	FALSE	FALSE	pInflor[kGenderMale].IsHead	1 MFD	"The inflorescence is of the composite type. The small disc flowers are drawn in a circle, each with one petal that looks something like a ray flower. This is not botanically accurate but looks right."
Secondary inflorescences		13	15	header	Size	7 Header	These parameters control how large all the parts of the inflorescence will appear on the plant. Apical inflorescences are found at the tips of branches; axillary inflorescences are found in the angle between leaf and stem.												
Secondary inflorescences		13	16	kInflorescenceTerminalStalkLengthMale	Primary stalk length if apical (terminal)	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0	200	0	FALSE	FALSE	pInflor[kGenderMale].TerminalStalkLength_mm	1 MFD	The length of the main inflorescence stem before the first flower if the inflorescence is apical (at the apex or end of a plant stem).
Secondary inflorescences		13	17	kInflorescencePeduncleLengthMale	Primary stalk length if axillary	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0	200	10	FALSE	FALSE	pInflor[kGenderMale].PeduncleLength_mm	1 MFD	The length of the primary inflorescence stem before the first flower stalk (pedicel) if the inflorescence is axillary (coming out of the leaf axils on plant stems).
Secondary inflorescences		13	18	kInflorescenceInternodeLengthMale	Internode length (between flowers)	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0	200	10	FALSE	FALSE	pInflor[kGenderMale].InternodeLength_mm	1 MFD	"The length of the segments of the main inflorescence stem between pedicels (flower stalks). Similar to the internode length for the entire plant. For an umbelliferous flower, make this number very small; for a raceme or spike make this number larger."
Secondary inflorescences		13	19	kInflorescencePedicelLengthMale	Pedicel (flower stalk) length	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0	200	10	FALSE	FALSE	pInflor[kGenderMale].PedicelLength_mm	1 MFD	The length of each pedicel (flower stalk) in the inflorescence.
Secondary inflorescences		13	20	kInflorescenceInternodeWidthMale	Stem width	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0.1	20	2	FALSE	FALSE	pInflor[kGenderMale].InternodeWidth_mm	1 MFD	The width of the inflorescence stem when the inflorescence is fully grown.
Secondary inflorescences		13	21	kInflorescencePedicelTaperIndexMale	Pedicel taper index	2 Smallint	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	100	FALSE	FALSE	pInflor[kGenderMale].pedicelTaperIndex	1 MFD	"How much to taper the pedicel's width as it reaches the flower. For no tapering, choose 100% of initial width (the default). To taper the pedicel, choose a lower percentage."
Secondary inflorescences		13	22	header	Creation and growth	7 Header	"The size of any plant part is determined by an 'optimal' size and the actual conditions of growth. Plant parts compete for the available nutrients, as established by the general growth parameters. To simplify things, we express the weight (biomass) of plant parts simply as a percentage of the total final weight of the plant."												
Secondary inflorescences		13	23	kInflorescenceIsTerminalMale	Apical (terminal)	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			FALSE	TRUE	FALSE	pInflor[kGenderMale].IsTerminal	1 MFD	The secondary inflorescences for this plant are apical (at the apex or end of a plant stem). This parameter is only used if separate primary and secondary inflorescences are present on the plant.
Secondary inflorescences		13	24	kInflorescenceBiomassRequiredMale	Optimal biomass (as percent of maximum plant biomass)	1 Single	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0.0001	20	3	TRUE	FALSE	pInflor[kGenderMale].optimalBiomass_pctMPB	1 MFD	"The biomass (dry weight) of a complete or best inflorescence, expressed as a percentage of final plant dry weight."
Secondary inflorescences		13	25	kInflorescenceMinFractOptBiomassToCreateMale	Minimum fraction of optimal biomass needed to create	1 Single	1 None	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0.1	TRUE	FALSE	pInflor[kGenderMale].MinFractionOfOptimalBiomassToCreateInflorescence_frn	1 MFD	The smallest fraction of the optimal (best) amount of inflorescence biomass that must be accumulated before the inflorescence can be created.
Secondary inflorescences		13	26	kInflorescenceMinFractOptBiomassForFlowersMale	Minimum fraction of optimal biomass needed to make flowers	1 Single	1 None	26 kNonChangingUnitFraction	1 fraction	1 fraction	1 fraction	0	1	0.3	TRUE	FALSE	pInflor[kGenderMale].MinFractionOfOptimalBiomassToMakeFlowers_frn	1 MFD	The smallest fraction of the optimal (best) amount of inflorescence biomass that must be accumulated before the inflorescence can begin to create flowers.
Secondary inflorescences		13	27	header	Timing	7 Header	"Timing parameters set bounds on how slowly or quickly plant parts can grow to create a realistic growth pattern. For inflorescences, timing parameters control not only limits on growth, but also how the inflorescence produces its flowers."												
Secondary inflorescences		13	28	kInflorescenceDaysToAllFlowersShowingMale	Days for all flowers to develop	2 Smallint	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	50	20	TRUE	FALSE	pInflor[kGenderMale].daysToAllFlowersCreated	1 MFD	"Days it takes to create the flowers on the inflorescence. Flowers are created without accumulating biomass beforehand. They begin to demand biomass as soon as they are created, to open from buds to flowers and then to grow to full size."
Secondary inflorescences		13	29	kInflorescenceFlowersDrawTopToBottomMale	Flowers develop from top to bottom	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			FALSE	TRUE	FALSE	pInflor[kGenderMale].FlowersDrawTopToBottom	1 MFD	"If 'yes', the flowers on the inflorescence develop in order from the top to the bottom (basipetal). If 'no', flowers develop from the bottom to the top (acropetal)."
Secondary inflorescences		13	30	kInflorescenceMinDaysToCreateInflorescenceMale	Minimum days for meristem to create	2 Smallint	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	50	3	TRUE	FALSE	pInflor[kGenderMale].MinDaysToCreateInflorescence	1 MFD	"The shortest number of days in which a reproductive meristem can produce an inflorescence, no matter how much biomass is available. This simulates physical limitations on the rate of growth."
Secondary inflorescences		13	31	kInflorescenceMaxDaysToCreateIfOverMinFractMale	Maximum days for meristem to create	2 Smallint	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	50	10	TRUE	FALSE	pInflor[kGenderMale].MaxDaysToCreateInflorescenceIfOverMinFraction	1 MFD	Days a reproductive meristem will accumulate biomass towards creation of an inflorescence before it gives up and creates a smaller inflorescence. This simulates the plant's concentration of resources on newer meristems.
Secondary inflorescences		13	32	kInflorescenceMinDaysToGrowMale	Minimum days to grow	2 Smallint	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	50	3	TRUE	FALSE	pInflor[kGenderMale].MinDaysToGrow	1 MFD	The shortest number of days in which the inflorescence can possibly reach its optimal biomass after its creation. This simulates physical limitations on the rate of growth.
Secondary inflorescences		13	33	kInflorescenceMaxDaysToGrowMale	Maximum days to grow	2 Smallint	1 None	23 kNonChangingUnitDays	1 days	1 days	1 days	1	50	10	TRUE	FALSE	pInflor[kGenderMale].MaxDaysToGrow	1 MFD	Days the inflorescence will attempt to accumulate biomass to reach its optimal biomass (after its creation) before it stops growing. This simulates the plant's concentration of resources on the demands of newer plant parts.
Secondary inflorescences		13	34	header	Bracts	7 Header	Some inflorescences begin with a set of modified leaves called bracts. The red 'petals' of poinsetta plants are actually large bracts below the tiny yellow flowers in the inflorescence.												
Secondary inflorescences		13	35	kInflorescenceMaleBractNumBracts	Number of bracts at start of inflorescence	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	5	FALSE	FALSE	pInflor[kGenderMale].bractTdoParams.repetitions	1 MFD	The number of inflorescence bracts.
Secondary inflorescences		13	36	kInflorescenceMaleBractObject3D	Bract 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pInflor[kGenderMale].bractTdoParams.object3D	3 3D Object	The 3D object used to draw inflorescence bracts.
Secondary inflorescences		13	37	kInflorescenceMaleBractScaleAtFullSize	Bract scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	FALSE	FALSE	pInflor[kGenderMale].bractTdoParams.scaleAtFullSize	1 MFD	The drawing scale of the inflorescence bract 3D object when the inflorescence is fully grown.
Secondary inflorescences		13	38	kInflorescenceMaleBractObject3DXRotationBeforeDraw	Bract X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pInflor[kGenderMale].bractTdoParams.xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary inflorescences		13	39	kInflorescenceMaleBractObject3DYRotationBeforeDraw	Bract Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pInflor[kGenderMale].bractTdoParams.yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary inflorescences		13	40	kInflorescenceMaleBractObject3DZRotationBeforeDraw	Bract Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pInflor[kGenderMale].bractTdoParams.zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
Secondary inflorescences		13	41	kInflorescenceMaleBractFaceColor	Bract front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pInflor[kGenderMale].bractTdoParams.faceColor	1 MFD	The front face (facing in) color for inflorescence bracts.
Secondary inflorescences		13	42	kInflorescenceMaleBractBackfaceColor	Bract back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pInflor[kGenderMale].bractTdoParams.backfaceColor	1 MFD	The back face (facing out) color for inflorescence bracts.
Secondary inflorescences		13	43	kInflorescenceMaleBractsAreRadiallyArranged	Bracts are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pInflor[kGenderMale].bractTdoParams.radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw inflorescence bracts are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
Secondary inflorescences		13	44	kInflorescenceMaleBractObject3DPullbackAngle	Angle between bracts and inflorescence stem	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	60	FALSE	FALSE	pInflor[kGenderMale].bractTdoParams.pullBackAngle	1 MFD	The angle at which the inflorescence bracts are drawn back from the center of the stem.
"Primary flowers, advanced"		14	1	header	Pistils	7 Header	"Pistils are the female organs of the plant. The stigma receives the pollen, and it is connected to the floral base by a stalk called the style, and together these make up the pistil. Though male flowers can have non-functional pistils, we only draw them on female or hermaphroditic (perfect) flowers here."												
"Primary flowers, advanced"		14	2	kFlowerNumPistilsFemale	Number of pistils in flower	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	1	FALSE	FALSE	pFlower[kGenderFemale].numPistils	1 MFD	The number of pistils on the flower.
"Primary flowers, advanced"		14	3	kFlowerStyleLengthFemale	Style length at full size	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0	100	0	FALSE	FALSE	pFlower[kGenderFemale].styleLength_mm	1 MFD	"How long to draw the style at its full size. A style is the stalk that (with the stigma) makes up the pistil, the pollen-receiving part of the flower."
"Primary flowers, advanced"		14	4	kFlowerStyleWidthFemale	Style width at full size	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0.1	10	0.5	FALSE	FALSE	pFlower[kGenderFemale].styleWidth_mm	1 MFD	The width of the style when the flower is fully grown.
"Primary flowers, advanced"		14	5	kFlowerStyleTaperIndexFemale	Style taper index (taper to % of width)	2 Smallint	1 None	27 kNonChangingUnitPercent	1 percent	1 percent	1 percent	0	100	100	FALSE	FALSE	pFlower[kGenderFemale].styleTaperIndex	1 MFD	"How much to taper the style's width as it reaches the anther 3D object. For no tapering, choose 100% of initial width (the default). To taper the style, choose a lower percentage."
"Primary flowers, advanced"		14	6	kFlowerStigmaFemaleObject3DPullbackAngle	Angle between style and main flower axis	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kPistils].pullBackAngle	1 MFD	The angle at which the styles are drawn back from the center of the flower. Usually you will want to specify an increasing angle for each layer of floral parts.
"Primary flowers, advanced"		14	7	kFlowerStyleColorFemale	Style color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderFemale].styleColor	1 MFD	The color of styles (pistil stalks).
"Primary flowers, advanced"		14	8	kFlowerStigmaNumSectionsFemale	Number of sections in stigma	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	3	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kPistils].repetitions	1 MFD	"You can make a stigma with one planar 3D object, in which case it looks sort of like a leaf, or you can make it with one 3D object drawn multiple times and spun around to produce an enclosed three-dimensional structure (like sections of an orange make up an orange). This parameter is the number of times to draw the specified 'section' 3D object to form the stigma structure."
"Primary flowers, advanced"		14	9	kFlowerFemaleStigmaObject3D	Stigma section 3D object	5 3D object	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			"N[Default 3D object],P[134 245 150],P[113 208 145],P[135 209 150],P[109 171 142],P[136 171 147],P[135 136 138],P[156 208 145],P[159 171 140],T[1 2 3],T[3 2 4],T[3 4 5],T[4 6 5],T[3 7 1],T[7 3 5],T[8 7 5],T[8 5 6]"	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kPistils].object3D	3 3D Object	The 3D object used to draw the stigma (pollen receiver).
"Primary flowers, advanced"		14	10	kFlowerStigmaScaleAtFullSizeFemale	Stigma section scale at full size	1 Single	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	0	100	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kPistils].scaleAtFullSize	1 MFD	The drawing scale of the stigma section 3D object when the flower is fully grown.
"Primary flowers, advanced"		14	11	kFlowerFemaleStigmaObject3DXRotationBeforeDraw	Stigma section X rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kPistils].xRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the X dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	12	kFlowerFemaleStigmaObject3DYRotationBeforeDraw	Stigma section Y rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kPistils].yRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Y dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	13	kFlowerFemaleStigmaObject3DZRotationBeforeDraw	Stigma section Z rotation	1 Single	1 None	4 kAngle	2 degrees	2 degrees	2 degrees	-180	180	0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kPistils].zRotationBeforeDraw	1 MFD	"Just before this 3D object is drawn, it will be rotated in the Z dimension by this amount. Normally you will leave this at zero, but you might need to set it differently if you have imported 3D objects from DXF files."
"Primary flowers, advanced"		14	14	kFlowerStigmaFemaleFaceColor	Stigma section front face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			100 100 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kPistils].faceColor	1 MFD	The front face (facing in) color for stigmas.
"Primary flowers, advanced"		14	15	kFlowerStigmaFemaleBackfaceColor	Stigma section back face color	3 Color	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)			150 150 0	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kPistils].backfaceColor	1 MFD	The back face (facing out) color for stigmas.
"Primary flowers, advanced"		14	16	kFlowerStigmaSectionsAreRadiallyArrangedFemale	Stigma sections are radially arranged	4 Boolean	1 None	30 kNonChangingUnitBoolean	1 True/False	1 True/False	1 True/False			TRUE	FALSE	FALSE	pFlower[kGenderFemale].tdoParams[kPistils].radiallyArranged	1 MFD	"If 'yes', the 3D objects used to draw the stigma are drawn rotated at different angles to make them form a circle around the stem. If 'no', they are all drawn at the same angle (and usually there is only one oddly-shaped 3D object)."
"Primary flowers, advanced"		14	17	header	Stamens	7 Header	"Stamens are the male organs of the flower. The anther, which holds the pollen, is connected to the flower base by a stalk called the filament, and together these make up a stamen. Perfect flowers have stamens and female flowers don't (though rarely they have non-functional stamens)."												
"Primary flowers, advanced"		14	18	kFlowerNumStamensFemale	Number of stamens in flower	2 Smallint	1 None	1 kDimensionless	1 (no unit)	1 (no unit)	1 (no unit)	1	10	5	FALSE	FALSE	pFlower[kGenderFemale].numStamens	1 MFD	The number of stamens on the flower.
"Primary flowers, advanced"		14	19	kFlowerFilamentLengthFemale	Filament length at full size	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0	100	0	FALSE	FALSE	pFlower[kGenderFemale].filamentLength_mm	1 MFD	"How long to draw the filament at its full size. A filament is the stalk that (with the anther) makes up the stamen, the pollen-holding part of the flower."
"Primary flowers, advanced"		14	20	kFlowerFilamentWidthFemale	Filament width at full size	1 Single	1 None	2 kLength	2 mm	3 cm	6 in	0.1	10	0.3	FALSE	FALSE	pFlower[kGenderFemale].filamentWidth_mm	1 MFD	The width of the filament when the flower is fully grown.
